State,Year,Resource Type,Consumption
District of Columbia,2011,Hydroelectric Power,0
District of Columbia,2012,Hydroelectric Power,0
District of Columbia,2013,Hydroelectric Power,0
District of Columbia,2014,Hydroelectric Power,0
District of Columbia,2015,Hydroelectric Power,0
District of Columbia,2016,Hydroelectric Power,0
Florida,1960,Hydroelectric Power,3
Florida,1965,Hydroelectric Power,3.1
Florida,1970,Hydroelectric Power,3.1
Florida,1971,Hydroelectric Power,2.7
Florida,1972,Hydroelectric Power,2.5
Florida,1973,Hydroelectric Power,2.4
Florida,1974,Hydroelectric Power,2.6
Florida,1975,Hydroelectric Power,2.4
Florida,1976,Hydroelectric Power,2.7
Florida,1977,Hydroelectric Power,2.5
Florida,1978,Hydroelectric Power,2.4
Florida,1979,Hydroelectric Power,2.5
Florida,1980,Hydroelectric Power,2.2
Florida,1981,Hydroelectric Power,1.9
Florida,1982,Hydroelectric Power,2.7
Florida,1983,Hydroelectric Power,2.3
Florida,1984,Hydroelectric Power,2.2
Florida,1985,Hydroelectric Power,2.5
Florida,1986,Hydroelectric Power,2.2
Florida,1987,Hydroelectric Power,2.3
Florida,1988,Hydroelectric Power,2.2
Florida,1989,Hydroelectric Power,2.4
Florida,1990,Hydroelectric Power,1.8
Florida,1991,Hydroelectric Power,2.7
Florida,1992,Hydroelectric Power,2.4
Florida,1993,Hydroelectric Power,2.2
Florida,1994,Hydroelectric Power,2.8
Florida,1995,Hydroelectric Power,2.4
Florida,1996,Hydroelectric Power,2.2
Florida,1997,Hydroelectric Power,2.5
Florida,1998,Hydroelectric Power,2
Florida,1999,Hydroelectric Power,1.4
Florida,2000,Hydroelectric Power,0.9
Florida,2001,Hydroelectric Power,1.5
Florida,2002,Hydroelectric Power,1.9
Florida,2003,Hydroelectric Power,2.7
Florida,2004,Hydroelectric Power,2.7
Florida,2005,Hydroelectric Power,2.7
Florida,2006,Hydroelectric Power,2
Florida,2007,Hydroelectric Power,1.5
Florida,2008,Hydroelectric Power,2
Florida,2009,Hydroelectric Power,2
Florida,2010,Hydroelectric Power,1.7
Florida,2011,Hydroelectric Power,1.8
Florida,2012,Hydroelectric Power,1.4
Florida,2013,Hydroelectric Power,2.4
Florida,2014,Hydroelectric Power,2
Florida,2015,Hydroelectric Power,2.3
Florida,2016,Hydroelectric Power,1.6
Georgia,1960,Hydroelectric Power,24.8
Georgia,1965,Hydroelectric Power,33.8
Georgia,1970,Hydroelectric Power,26.4
Georgia,1971,Hydroelectric Power,34.6
Georgia,1972,Hydroelectric Power,35.1
Georgia,1973,Hydroelectric Power,44
Georgia,1974,Hydroelectric Power,38.2
Georgia,1975,Hydroelectric Power,45.1
Georgia,1976,Hydroelectric Power,46
Georgia,1977,Hydroelectric Power,42.1
Georgia,1978,Hydroelectric Power,38.9
Georgia,1979,Hydroelectric Power,45.9
Georgia,1980,Hydroelectric Power,45.9
Georgia,1981,Hydroelectric Power,24.3
Georgia,1982,Hydroelectric Power,38.2
Georgia,1983,Hydroelectric Power,43.3
Georgia,1984,Hydroelectric Power,43.2
Georgia,1985,Hydroelectric Power,29.5
Georgia,1986,Hydroelectric Power,22.5
Georgia,1987,Hydroelectric Power,33.1
Georgia,1988,Hydroelectric Power,21.3
Georgia,1989,Hydroelectric Power,40.6
Georgia,1990,Hydroelectric Power,47.7
Georgia,1991,Hydroelectric Power,44.2
Georgia,1992,Hydroelectric Power,50.8
Georgia,1993,Hydroelectric Power,45.9
Georgia,1994,Hydroelectric Power,44.7
Georgia,1995,Hydroelectric Power,43.3
Georgia,1996,Hydroelectric Power,48.4
Georgia,1997,Hydroelectric Power,43.7
Georgia,1998,Hydroelectric Power,53.4
Georgia,1999,Hydroelectric Power,28.1
Georgia,2000,Hydroelectric Power,25.3
Georgia,2001,Hydroelectric Power,26.8
Georgia,2002,Hydroelectric Power,27.6
Georgia,2003,Hydroelectric Power,41.9
Georgia,2004,Hydroelectric Power,37
Georgia,2005,Hydroelectric Power,40.3
Georgia,2006,Hydroelectric Power,25.5
Georgia,2007,Hydroelectric Power,22.1
Georgia,2008,Hydroelectric Power,21.1
Georgia,2009,Hydroelectric Power,31.8
Georgia,2010,Hydroelectric Power,32.4
Georgia,2011,Hydroelectric Power,26.3
Georgia,2012,Hydroelectric Power,21.3
Georgia,2013,Hydroelectric Power,35.4
Georgia,2014,Hydroelectric Power,29.1
Georgia,2015,Hydroelectric Power,27.8
Georgia,2016,Hydroelectric Power,31.1
Hawaii,1960,Hydroelectric Power,0.3
Hawaii,1965,Hydroelectric Power,1.1
Hawaii,1970,Hydroelectric Power,1.1
Hawaii,1971,Hydroelectric Power,0.9
Hawaii,1972,Hydroelectric Power,0.9
Hawaii,1973,Hydroelectric Power,1
Hawaii,1974,Hydroelectric Power,1
Hawaii,1975,Hydroelectric Power,0.9
Hawaii,1976,Hydroelectric Power,1
Hawaii,1977,Hydroelectric Power,0.9
Hawaii,1978,Hydroelectric Power,0.9
Hawaii,1979,Hydroelectric Power,0.9
Hawaii,1980,Hydroelectric Power,0.9
Hawaii,1981,Hydroelectric Power,0.8
Hawaii,1982,Hydroelectric Power,0.9
Hawaii,1983,Hydroelectric Power,0.9
Hawaii,1984,Hydroelectric Power,0.9
Hawaii,1985,Hydroelectric Power,0.9
Hawaii,1986,Hydroelectric Power,0.8
Hawaii,1987,Hydroelectric Power,0.9
Hawaii,1988,Hydroelectric Power,0.8
Hawaii,1989,Hydroelectric Power,0.6
Hawaii,1990,Hydroelectric Power,0.8
Hawaii,1991,Hydroelectric Power,0.7
Hawaii,1992,Hydroelectric Power,0.6
Hawaii,1993,Hydroelectric Power,0.6
Hawaii,1994,Hydroelectric Power,1.4
Hawaii,1995,Hydroelectric Power,1
Hawaii,1996,Hydroelectric Power,1.1
Hawaii,1997,Hydroelectric Power,1.2
Hawaii,1998,Hydroelectric Power,1.2
Hawaii,1999,Hydroelectric Power,1.2
Hawaii,2000,Hydroelectric Power,1.1
Hawaii,2001,Hydroelectric Power,1
Hawaii,2002,Hydroelectric Power,1
Hawaii,2003,Hydroelectric Power,0.9
Hawaii,2004,Hydroelectric Power,0.9
Hawaii,2005,Hydroelectric Power,1
Hawaii,2006,Hydroelectric Power,1.2
Hawaii,2007,Hydroelectric Power,0.9
Hawaii,2008,Hydroelectric Power,0.8
Hawaii,2009,Hydroelectric Power,1.1
Hawaii,2010,Hydroelectric Power,0.7
Hawaii,2011,Hydroelectric Power,0.9
Hawaii,2012,Hydroelectric Power,1.1
Hawaii,2013,Hydroelectric Power,0.7
Hawaii,2014,Hydroelectric Power,0.9
Hawaii,2015,Hydroelectric Power,1.1
Hawaii,2016,Hydroelectric Power,0.8
Idaho,1960,Hydroelectric Power,66.3
Idaho,1965,Hydroelectric Power,69.4
Idaho,1970,Hydroelectric Power,74.3
Idaho,1971,Hydroelectric Power,78.3
Idaho,1972,Hydroelectric Power,81.4
Idaho,1973,Hydroelectric Power,86
Idaho,1974,Hydroelectric Power,101.1
Idaho,1975,Hydroelectric Power,106.9
Idaho,1976,Hydroelectric Power,107.6
Idaho,1977,Hydroelectric Power,70.4
Idaho,1978,Hydroelectric Power,102.3
Idaho,1979,Hydroelectric Power,94.9
Idaho,1980,Hydroelectric Power,98.8
Idaho,1981,Hydroelectric Power,99.4
Idaho,1982,Hydroelectric Power,121.2
Idaho,1983,Hydroelectric Power,134.4
Idaho,1984,Hydroelectric Power,137.8
Idaho,1985,Hydroelectric Power,113.5
Idaho,1986,Hydroelectric Power,126.9
Idaho,1987,Hydroelectric Power,84.4
Idaho,1988,Hydroelectric Power,69.6
Idaho,1989,Hydroelectric Power,97.5
Idaho,1990,Hydroelectric Power,94.8
Idaho,1991,Hydroelectric Power,91.3
Idaho,1992,Hydroelectric Power,68.8
Idaho,1993,Hydroelectric Power,100.2
Idaho,1994,Hydroelectric Power,81.7
Idaho,1995,Hydroelectric Power,113.3
Idaho,1996,Hydroelectric Power,137.3
Idaho,1997,Hydroelectric Power,149.9
Idaho,1998,Hydroelectric Power,131.9
Idaho,1999,Hydroelectric Power,138
Idaho,2000,Hydroelectric Power,111.9
Idaho,2001,Hydroelectric Power,74.6
Idaho,2002,Hydroelectric Power,89.2
Idaho,2003,Hydroelectric Power,84.6
Idaho,2004,Hydroelectric Power,84.8
Idaho,2005,Hydroelectric Power,85.4
Idaho,2006,Hydroelectric Power,111.5
Idaho,2007,Hydroelectric Power,89.2
Idaho,2008,Hydroelectric Power,92.3
Idaho,2009,Hydroelectric Power,101.8
Idaho,2010,Hydroelectric Power,89.3
Idaho,2011,Hydroelectric Power,130.2
Idaho,2012,Hydroelectric Power,104.1
Idaho,2013,Hydroelectric Power,80.8
Idaho,2014,Hydroelectric Power,85.6
Idaho,2015,Hydroelectric Power,81.6
Idaho,2016,Hydroelectric Power,83.4
 Illinois,1960,Hydroelectric Power,2
 Illinois,1965,Hydroelectric Power,1.8
 Illinois,1970,Hydroelectric Power,1.7
 Illinois,1971,Hydroelectric Power,1.4
 Illinois,1972,Hydroelectric Power,1.6
 Illinois,1973,Hydroelectric Power,1.3
 Illinois,1974,Hydroelectric Power,1.3
 Illinois,1975,Hydroelectric Power,1.3
 Illinois,1976,Hydroelectric Power,1.3
 Illinois,1977,Hydroelectric Power,1.4
 Illinois,1978,Hydroelectric Power,1.3
 Illinois,1979,Hydroelectric Power,1.3
 Illinois,1980,Hydroelectric Power,1.4
 Illinois,1981,Hydroelectric Power,1.4
 Illinois,1982,Hydroelectric Power,1.3
 Illinois,1983,Hydroelectric Power,1.4
 Illinois,1984,Hydroelectric Power,1.5
 Illinois,1985,Hydroelectric Power,1.4
 Illinois,1986,Hydroelectric Power,1.5
 Illinois,1987,Hydroelectric Power,1.1
 Illinois,1988,Hydroelectric Power,0.7
 Illinois,1989,Hydroelectric Power,1
 Illinois,1990,Hydroelectric Power,1.5
 Illinois,1991,Hydroelectric Power,1.4
 Illinois,1992,Hydroelectric Power,1.4
 Illinois,1993,Hydroelectric Power,1.3
 Illinois,1994,Hydroelectric Power,1.2
 Illinois,1995,Hydroelectric Power,1.3
 Illinois,1996,Hydroelectric Power,1.1
 Illinois,1997,Hydroelectric Power,1
 Illinois,1998,Hydroelectric Power,1.4
 Illinois,1999,Hydroelectric Power,1.5
 Illinois,2000,Hydroelectric Power,1.5
 Illinois,2001,Hydroelectric Power,1.5
 Illinois,2002,Hydroelectric Power,1.3
 Illinois,2003,Hydroelectric Power,1.4
 Illinois,2004,Hydroelectric Power,1.5
 Illinois,2005,Hydroelectric Power,1.3
 Illinois,2006,Hydroelectric Power,1.7
 Illinois,2007,Hydroelectric Power,1.5
 Illinois,2008,Hydroelectric Power,1.4
 Illinois,2009,Hydroelectric Power,1.3
 Illinois,2010,Hydroelectric Power,1.2
 Illinois,2011,Hydroelectric Power,1.4
 Illinois,2012,Hydroelectric Power,1.1
 Illinois,2013,Hydroelectric Power,1.1
 Illinois,2014,Hydroelectric Power,1.3
 Illinois,2015,Hydroelectric Power,1.2
 Illinois,2016,Hydroelectric Power,1.2
Indiana,1960,Hydroelectric Power,1.1
Indiana,1965,Hydroelectric Power,1
Indiana,1970,Hydroelectric Power,5.2
Indiana,1971,Hydroelectric Power,4.5
Indiana,1972,Hydroelectric Power,4
Indiana,1973,Hydroelectric Power,5
Indiana,1974,Hydroelectric Power,4.6
Indiana,1975,Hydroelectric Power,4.6
Indiana,1976,Hydroelectric Power,5
Indiana,1977,Hydroelectric Power,3.9
Indiana,1978,Hydroelectric Power,3.7
Indiana,1979,Hydroelectric Power,4.5
Indiana,1980,Hydroelectric Power,4.9
Indiana,1981,Hydroelectric Power,5.3
Indiana,1982,Hydroelectric Power,4.5
Indiana,1983,Hydroelectric Power,4.4
Indiana,1984,Hydroelectric Power,4.5
Indiana,1985,Hydroelectric Power,4.5
Indiana,1986,Hydroelectric Power,5.3
Indiana,1987,Hydroelectric Power,5.3
Indiana,1988,Hydroelectric Power,4.6
Indiana,1989,Hydroelectric Power,4.7
Indiana,1990,Hydroelectric Power,4.6
Indiana,1991,Hydroelectric Power,4.2
Indiana,1992,Hydroelectric Power,5.8
Indiana,1993,Hydroelectric Power,4.6
Indiana,1994,Hydroelectric Power,4.2
Indiana,1995,Hydroelectric Power,4.8
Indiana,1996,Hydroelectric Power,4.6
Indiana,1997,Hydroelectric Power,5.7
Indiana,1998,Hydroelectric Power,4.9
Indiana,1999,Hydroelectric Power,4.2
Indiana,2000,Hydroelectric Power,6
Indiana,2001,Hydroelectric Power,5.9
Indiana,2002,Hydroelectric Power,4.2
Indiana,2003,Hydroelectric Power,4.3
Indiana,2004,Hydroelectric Power,4.4
Indiana,2005,Hydroelectric Power,4.4
Indiana,2006,Hydroelectric Power,4.9
Indiana,2007,Hydroelectric Power,4.4
Indiana,2008,Hydroelectric Power,4.3
Indiana,2009,Hydroelectric Power,4.9
Indiana,2010,Hydroelectric Power,4.4
Indiana,2011,Hydroelectric Power,4
Indiana,2012,Hydroelectric Power,4.1
Indiana,2013,Hydroelectric Power,3.7
Indiana,2014,Hydroelectric Power,3.5
Indiana,2015,Hydroelectric Power,3.6
Indiana,2016,Hydroelectric Power,3.9
Iowa,1960,Hydroelectric Power,9.5
Iowa,1965,Hydroelectric Power,9.7
Iowa,1970,Hydroelectric Power,9.8
Iowa,1971,Hydroelectric Power,9.6
Iowa,1972,Hydroelectric Power,10.3
Iowa,1973,Hydroelectric Power,9.4
Iowa,1974,Hydroelectric Power,9.3
Iowa,1975,Hydroelectric Power,9.1
Iowa,1976,Hydroelectric Power,6.7
Iowa,1977,Hydroelectric Power,8.1
Iowa,1978,Hydroelectric Power,9.6
Iowa,1979,Hydroelectric Power,9.3
Iowa,1980,Hydroelectric Power,9.8
Iowa,1981,Hydroelectric Power,10.3
Iowa,1982,Hydroelectric Power,9.6
Iowa,1983,Hydroelectric Power,9.7
Iowa,1984,Hydroelectric Power,9.6
Iowa,1985,Hydroelectric Power,10.3
Iowa,1986,Hydroelectric Power,10
Iowa,1987,Hydroelectric Power,10.1
Iowa,1988,Hydroelectric Power,7.2
Iowa,1989,Hydroelectric Power,7
Iowa,1990,Hydroelectric Power,9.1
Iowa,1991,Hydroelectric Power,9.4
Iowa,1992,Hydroelectric Power,10.3
Iowa,1993,Hydroelectric Power,7.7
Iowa,1994,Hydroelectric Power,11
Iowa,1995,Hydroelectric Power,10.3
Iowa,1996,Hydroelectric Power,9.7
Iowa,1997,Hydroelectric Power,8.2
Iowa,1998,Hydroelectric Power,9.3
Iowa,1999,Hydroelectric Power,9.7
Iowa,2000,Hydroelectric Power,9.2
Iowa,2001,Hydroelectric Power,8.7
Iowa,2002,Hydroelectric Power,9.6
Iowa,2003,Hydroelectric Power,8
Iowa,2004,Hydroelectric Power,9.5
Iowa,2005,Hydroelectric Power,9.6
Iowa,2006,Hydroelectric Power,9
Iowa,2007,Hydroelectric Power,9.5
Iowa,2008,Hydroelectric Power,8.1
Iowa,2009,Hydroelectric Power,9.5
Iowa,2010,Hydroelectric Power,9.3
Iowa,2011,Hydroelectric Power,9
Iowa,2012,Hydroelectric Power,7.3
Iowa,2013,Hydroelectric Power,7.1
Iowa,2014,Hydroelectric Power,8.4
Iowa,2015,Hydroelectric Power,8.9
Iowa,2016,Hydroelectric Power,8.5
Kansas,1960,Hydroelectric Power,0.2
Kansas,1965,Hydroelectric Power,0.1
Kansas,1970,Hydroelectric Power,0.1
Kansas,1971,Hydroelectric Power,0.1
Kansas,1972,Hydroelectric Power,0
Kansas,1973,Hydroelectric Power,0
Kansas,1974,Hydroelectric Power,0.1
Kansas,1975,Hydroelectric Power,0
Kansas,1976,Hydroelectric Power,0.1
Kansas,1977,Hydroelectric Power,0
Kansas,1978,Hydroelectric Power,0
Kansas,1979,Hydroelectric Power,0
Kansas,1980,Hydroelectric Power,0.1
Kansas,1981,Hydroelectric Power,0.1
Kansas,1982,Hydroelectric Power,0.1
Kansas,1983,Hydroelectric Power,0.1
Kansas,1984,Hydroelectric Power,0.1
Kansas,1985,Hydroelectric Power,0.1
Kansas,1986,Hydroelectric Power,0.1
Kansas,1987,Hydroelectric Power,0.1
Kansas,1988,Hydroelectric Power,0.1
Kansas,1989,Hydroelectric Power,0.1
Kansas,1990,Hydroelectric Power,0.1
Kansas,1991,Hydroelectric Power,0.1
Kansas,1992,Hydroelectric Power,0.1
Kansas,1993,Hydroelectric Power,0.1
Kansas,1994,Hydroelectric Power,0.1
Kansas,1995,Hydroelectric Power,0.1
Kansas,1996,Hydroelectric Power,0.1
Kansas,1997,Hydroelectric Power,0.1
Kansas,1998,Hydroelectric Power,0.1
Kansas,1999,Hydroelectric Power,0.1
Kansas,2000,Hydroelectric Power,0.2
Kansas,2001,Hydroelectric Power,0.3
Kansas,2002,Hydroelectric Power,0.1
Kansas,2003,Hydroelectric Power,0.1
Kansas,2004,Hydroelectric Power,0.1
Kansas,2005,Hydroelectric Power,0.1
Kansas,2006,Hydroelectric Power,0.1
Kansas,2007,Hydroelectric Power,0.1
Kansas,2008,Hydroelectric Power,0.1
Kansas,2009,Hydroelectric Power,0.1
Kansas,2010,Hydroelectric Power,0.1
Kansas,2011,Hydroelectric Power,0.1
Kansas,2012,Hydroelectric Power,0.1
Kansas,2013,Hydroelectric Power,0.1
Kansas,2014,Hydroelectric Power,0.2
Kansas,2015,Hydroelectric Power,0.2
Kansas,2016,Hydroelectric Power,0.3
Kentucky,1960,Hydroelectric Power,28.3
Kentucky,1965,Hydroelectric Power,25.8
Kentucky,1970,Hydroelectric Power,33.3
Kentucky,1971,Hydroelectric Power,37.1
Kentucky,1972,Hydroelectric Power,39.1
Kentucky,1973,Hydroelectric Power,39.7
Kentucky,1974,Hydroelectric Power,35.5
Kentucky,1975,Hydroelectric Power,36
Kentucky,1976,Hydroelectric Power,32.8
Kentucky,1977,Hydroelectric Power,34.6
Kentucky,1978,Hydroelectric Power,33
Kentucky,1979,Hydroelectric Power,40.8
Kentucky,1980,Hydroelectric Power,30.5
Kentucky,1981,Hydroelectric Power,27.2
Kentucky,1982,Hydroelectric Power,34.9
Kentucky,1983,Hydroelectric Power,34.1
Kentucky,1984,Hydroelectric Power,36.7
Kentucky,1985,Hydroelectric Power,30.7
Kentucky,1986,Hydroelectric Power,28.6
Kentucky,1987,Hydroelectric Power,30.7
Kentucky,1988,Hydroelectric Power,25
Kentucky,1989,Hydroelectric Power,45.9
Kentucky,1990,Hydroelectric Power,32.9
Kentucky,1991,Hydroelectric Power,38.2
Kentucky,1992,Hydroelectric Power,39
Kentucky,1993,Hydroelectric Power,32.5
Kentucky,1994,Hydroelectric Power,41.4
Kentucky,1995,Hydroelectric Power,35.3
Kentucky,1996,Hydroelectric Power,36.2
Kentucky,1997,Hydroelectric Power,34.5
Kentucky,1998,Hydroelectric Power,31.8
Kentucky,1999,Hydroelectric Power,26.1
Kentucky,2000,Hydroelectric Power,23.7
Kentucky,2001,Hydroelectric Power,39.8
Kentucky,2002,Hydroelectric Power,40.9
Kentucky,2003,Hydroelectric Power,40
Kentucky,2004,Hydroelectric Power,37.9
Kentucky,2005,Hydroelectric Power,29.6
Kentucky,2006,Hydroelectric Power,25.7
Kentucky,2007,Hydroelectric Power,16.5
Kentucky,2008,Hydroelectric Power,18.9
Kentucky,2009,Hydroelectric Power,32.4
Kentucky,2010,Hydroelectric Power,25.2
Kentucky,2011,Hydroelectric Power,28.8
Kentucky,2012,Hydroelectric Power,22.5
Kentucky,2013,Hydroelectric Power,31.2
Kentucky,2014,Hydroelectric Power,29.9
Kentucky,2015,Hydroelectric Power,31.7
Kentucky,2016,Hydroelectric Power,32.1
Louisiana,1960,Hydroelectric Power,0
Louisiana,1965,Hydroelectric Power,0
Louisiana,1970,Hydroelectric Power,0
Louisiana,1971,Hydroelectric Power,0
Louisiana,1972,Hydroelectric Power,0
Louisiana,1973,Hydroelectric Power,0
Louisiana,1974,Hydroelectric Power,0
Louisiana,1975,Hydroelectric Power,0
Louisiana,1976,Hydroelectric Power,0
Louisiana,1977,Hydroelectric Power,0
Louisiana,1978,Hydroelectric Power,0
Louisiana,1979,Hydroelectric Power,0
Louisiana,1980,Hydroelectric Power,0
Louisiana,1981,Hydroelectric Power,0
Louisiana,1982,Hydroelectric Power,0
Louisiana,1983,Hydroelectric Power,0
Louisiana,1984,Hydroelectric Power,0
Louisiana,1985,Hydroelectric Power,0
Louisiana,1986,Hydroelectric Power,0
Louisiana,1987,Hydroelectric Power,0
Louisiana,1988,Hydroelectric Power,0
Louisiana,1989,Hydroelectric Power,0
Louisiana,1990,Hydroelectric Power,6.8
Louisiana,1991,Hydroelectric Power,6.9
Louisiana,1992,Hydroelectric Power,6.8
Louisiana,1993,Hydroelectric Power,12.7
Louisiana,1994,Hydroelectric Power,10
Louisiana,1995,Hydroelectric Power,9.8
Louisiana,1996,Hydroelectric Power,10
Louisiana,1997,Hydroelectric Power,10.6
Louisiana,1998,Hydroelectric Power,10.8
Louisiana,1999,Hydroelectric Power,8.2
Louisiana,2000,Hydroelectric Power,5.4
Louisiana,2001,Hydroelectric Power,7.6
Louisiana,2002,Hydroelectric Power,9.1
Louisiana,2003,Hydroelectric Power,9
Louisiana,2004,Hydroelectric Power,11
Louisiana,2005,Hydroelectric Power,8.1
Louisiana,2006,Hydroelectric Power,7.1
Louisiana,2007,Hydroelectric Power,8.2
Louisiana,2008,Hydroelectric Power,10.5
Louisiana,2009,Hydroelectric Power,12.1
Louisiana,2010,Hydroelectric Power,10.8
Louisiana,2011,Hydroelectric Power,10.1
Louisiana,2012,Hydroelectric Power,6.5
Louisiana,2013,Hydroelectric Power,10
Louisiana,2014,Hydroelectric Power,10.4
Louisiana,2015,Hydroelectric Power,9.3
Louisiana,2016,Hydroelectric Power,10.2
Maine,1960,Hydroelectric Power,30.6
Maine,1965,Hydroelectric Power,21.6
Maine,1970,Hydroelectric Power,29.9
Maine,1971,Hydroelectric Power,25.8
Maine,1972,Hydroelectric Power,27.6
Maine,1973,Hydroelectric Power,32.2
Maine,1974,Hydroelectric Power,30.4
Maine,1975,Hydroelectric Power,27.7
Maine,1976,Hydroelectric Power,32.1
Maine,1977,Hydroelectric Power,31.7
Maine,1978,Hydroelectric Power,29.3
Maine,1979,Hydroelectric Power,28.9
Maine,1980,Hydroelectric Power,25.1
Maine,1981,Hydroelectric Power,29.8
Maine,1982,Hydroelectric Power,30.8
Maine,1983,Hydroelectric Power,30.9
Maine,1984,Hydroelectric Power,31.2
Maine,1985,Hydroelectric Power,28.1
Maine,1986,Hydroelectric Power,31.4
Maine,1987,Hydroelectric Power,27.9
Maine,1988,Hydroelectric Power,26.2
Maine,1989,Hydroelectric Power,35.9
Maine,1990,Hydroelectric Power,42.5
Maine,1991,Hydroelectric Power,39.8
Maine,1992,Hydroelectric Power,36.3
Maine,1993,Hydroelectric Power,33.5
Maine,1994,Hydroelectric Power,36.2
Maine,1995,Hydroelectric Power,34.6
Maine,1996,Hydroelectric Power,43
Maine,1997,Hydroelectric Power,37.3
Maine,1998,Hydroelectric Power,37.9
Maine,1999,Hydroelectric Power,38.4
Maine,2000,Hydroelectric Power,36.6
Maine,2001,Hydroelectric Power,27.3
Maine,2002,Hydroelectric Power,28.2
Maine,2003,Hydroelectric Power,32.1
Maine,2004,Hydroelectric Power,34.4
Maine,2005,Hydroelectric Power,40.9
Maine,2006,Hydroelectric Power,42.4
Maine,2007,Hydroelectric Power,36.9
Maine,2008,Hydroelectric Power,43.9
Maine,2009,Hydroelectric Power,41.1
Maine,2010,Hydroelectric Power,37.2
Maine,2011,Hydroelectric Power,38.7
Maine,2012,Hydroelectric Power,35.5
Maine,2013,Hydroelectric Power,34
Maine,2014,Hydroelectric Power,34.5
Maine,2015,Hydroelectric Power,31.3
Maine,2016,Hydroelectric Power,27.7
Maryland,1960,Hydroelectric Power,14.6
Maryland,1965,Hydroelectric Power,11.9
Maryland,1970,Hydroelectric Power,20
Maryland,1971,Hydroelectric Power,18.6
Maryland,1972,Hydroelectric Power,23.7
Maryland,1973,Hydroelectric Power,22.5
Maryland,1974,Hydroelectric Power,20.6
Maryland,1975,Hydroelectric Power,24
Maryland,1976,Hydroelectric Power,21.7
Maryland,1977,Hydroelectric Power,21.1
Maryland,1978,Hydroelectric Power,18
Maryland,1979,Hydroelectric Power,22.7
Maryland,1980,Hydroelectric Power,13.2
Maryland,1981,Hydroelectric Power,14.9
Maryland,1982,Hydroelectric Power,14
Maryland,1983,Hydroelectric Power,18.6
Maryland,1984,Hydroelectric Power,21.1
Maryland,1985,Hydroelectric Power,15.9
Maryland,1986,Hydroelectric Power,19.6
Maryland,1987,Hydroelectric Power,16.8
Maryland,1988,Hydroelectric Power,13.7
Maryland,1989,Hydroelectric Power,18.5
Maryland,1990,Hydroelectric Power,23.9
Maryland,1991,Hydroelectric Power,14.7
Maryland,1992,Hydroelectric Power,18.9
Maryland,1993,Hydroelectric Power,17.1
Maryland,1994,Hydroelectric Power,20.7
Maryland,1995,Hydroelectric Power,14.9
Maryland,1996,Hydroelectric Power,25.4
Maryland,1997,Hydroelectric Power,16.2
Maryland,1998,Hydroelectric Power,17.7
Maryland,1999,Hydroelectric Power,14.6
Maryland,2000,Hydroelectric Power,17.7
Maryland,2001,Hydroelectric Power,12.2
Maryland,2002,Hydroelectric Power,16.9
Maryland,2003,Hydroelectric Power,26.8
Maryland,2004,Hydroelectric Power,25.1
Maryland,2005,Hydroelectric Power,17
Maryland,2006,Hydroelectric Power,20.9
Maryland,2007,Hydroelectric Power,16.3
Maryland,2008,Hydroelectric Power,19.5
Maryland,2009,Hydroelectric Power,18.4
Maryland,2010,Hydroelectric Power,16.3
Maryland,2011,Hydroelectric Power,24.7
Maryland,2012,Hydroelectric Power,15.8
Maryland,2013,Hydroelectric Power,16.5
Maryland,2014,Hydroelectric Power,15.4
Maryland,2015,Hydroelectric Power,15.1
Maryland,2016,Hydroelectric Power,12.9
Massachusetts,1960,Hydroelectric Power,10.6
Massachusetts,1965,Hydroelectric Power,6.9
Massachusetts,1970,Hydroelectric Power,7.9
Massachusetts,1971,Hydroelectric Power,7.4
Massachusetts,1972,Hydroelectric Power,8.9
Massachusetts,1973,Hydroelectric Power,5.8
Massachusetts,1974,Hydroelectric Power,4.5
Massachusetts,1975,Hydroelectric Power,4.3
Massachusetts,1976,Hydroelectric Power,5.1
Massachusetts,1977,Hydroelectric Power,4.4
Massachusetts,1978,Hydroelectric Power,2.2
Massachusetts,1979,Hydroelectric Power,4.5
Massachusetts,1980,Hydroelectric Power,1.6
Massachusetts,1981,Hydroelectric Power,4.5
Massachusetts,1982,Hydroelectric Power,2.6
Massachusetts,1983,Hydroelectric Power,2.9
Massachusetts,1984,Hydroelectric Power,3.1
Massachusetts,1985,Hydroelectric Power,2.7
Massachusetts,1986,Hydroelectric Power,4.1
Massachusetts,1987,Hydroelectric Power,3.2
Massachusetts,1988,Hydroelectric Power,2.2
Massachusetts,1989,Hydroelectric Power,4.2
Massachusetts,1990,Hydroelectric Power,13
Massachusetts,1991,Hydroelectric Power,11.6
Massachusetts,1992,Hydroelectric Power,10.5
Massachusetts,1993,Hydroelectric Power,9.1
Massachusetts,1994,Hydroelectric Power,9.7
Massachusetts,1995,Hydroelectric Power,9
Massachusetts,1996,Hydroelectric Power,12.3
Massachusetts,1997,Hydroelectric Power,10.5
Massachusetts,1998,Hydroelectric Power,10.5
Massachusetts,1999,Hydroelectric Power,10
Massachusetts,2000,Hydroelectric Power,10.9
Massachusetts,2001,Hydroelectric Power,7.3
Massachusetts,2002,Hydroelectric Power,8.9
Massachusetts,2003,Hydroelectric Power,10.9
Massachusetts,2004,Hydroelectric Power,10
Massachusetts,2005,Hydroelectric Power,10.4
Massachusetts,2006,Hydroelectric Power,15
Massachusetts,2007,Hydroelectric Power,7.9
Massachusetts,2008,Hydroelectric Power,11.4
