Year,user_id,tweet,features__name,features__id,features__screen_name,features__tweets,features__location,features__primary_geo,features__geo_type,state
2016,7.81E+17,RT @TurtleWise: #2016 was the year solar panels finally became cheaper than fossil fuels. Just wait for 2017 via @qz https://t.co/MHHxT4M1U0,Mac Yankey,7.81E+17,2016boa,1,"Danville, Kentucky, USA","Danville, Kentucky, USA",User location, Kentucky
2016,45656231,RT @YEARSofLIVING: Portland Bans New Fossil Fuel Infrastructure in Stand Against Climate Change https://t.co/Kju4awserX via @insideclimate…,1/2 & 1/2,45656231,jav_riv,1,México,México,User location,
2016,1291532030,RT @EncoreRenewable: 2016 was the year #solar panels finally became cheaper than fossil fuels. Just wait for 2017 https://t.co/O11KdOjH40 v…,Blake Sturcke,1291532030,wbsturcke,1,"New York, NY","New York, NY",User location, New York
2016,208685004,"@RepDonBeyer @POTUS @ENERGY Nothing will happen when the supply is rising, and demand is falling for fossil fuels the $$don't work!!",Glen Kiltz,208685004,gkiltzVA,1,"Remington VA, USA","Remington VA, USA",User location,Virginia
2016,3295267790,"RT @DrJillStein: We need more clean, renewable energy—not more pipelines that transport dirty fossil fuels that destroy our waterways and s…",🌹,3295267790,psyber_bully,1,"Florida, USA","Florida, USA",User location,Florida
2016,7749272,Solar just became cheaper than fossil fuels - According to the World Economic Forum saying renewable energy a commercially-viable option.,Dave Jackson,7749272,naplesdave,1,"Naples, Florida","Naples, Florida",User location, Florida
2016,7.10E+17,#NON-PROFIT\n\nFighting Fossil Fuels All the Way to Prison\nClimate One at The Com\n\nhttps://t.co/L17JJumCBq\n#PODCAST https://t.co/zj9yBKNTYK,podDVRstreams,7.10E+17,podDVRstreams,2,"Colorado, USA","Colorado, USA",User location,Colorado
2016,2218163916,RT @williamfreimuth: .@grist Wow! Portland bans new fossil fuel infrastructure in stand against #ClimateChange https://t.co/P4tvezEd9q,Shelley Ridenour,2218163916,ShelleyRidenour,1,"Idaho, USA","Idaho, USA",User location,Idaho
2016,74437525,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Wendy Gulock,74437525,WendyGulock,1,"Royal Oak, MI","Royal Oak, MI",User location, Michigan
2016,160499164,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Eduardo Uribe,160499164,euribem,1,Santander,Santander,User location,
2016,17231726,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Gilson Moura Henrique Junior,17231726,NaTransversal,1,"Pelotas, Rio Grande do Sul","Pelotas, Rio Grande do Sul",User location,
2016,131483143,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Yuksel Hak,131483143,yukselhak,1,"İstanbul, Türkiye","İstanbul, Türkiye",User location,
2016,2166942811,RT @NinjaEconomics: 2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/80EQfPHhEN,Emilio Calvo García,2166942811,ecalvogarcia,1,Madrid,Madrid,User location,
2016,122237526,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Katarina Pederson,122237526,KatPederson,1,"New York, NY","New York, NY",User location, New York
2016,7.82E+17,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Christopher,7.82E+17,ChdInverness,1,"Westhill, Scotland","Westhill, Scotland",User location,
2016,7.34E+17,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,🌟💎 Chrissie 💎🌟,7.34E+17,SpinnerDream,1,uk london ,uk london ,User location,
2016,270663234,RT @EcoSenseNow: Clearly shows nuclear & hydro are most important alternatives to fossil fuels for electricty generation. But fossil fuels…,Patrice O' Hamilton,270663234,ahcros,1,CDA,CDA,User location,
2016,15617333,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,w : [ -Q-o-Q- ] : n,15617333,wQQn,1,Japan,Japan,User location,
2016,14109542,Independent: Paris suffering worst air pollution in a decade https://t.co/VKxpqVSYx9,Waseem Radwan,14109542,WaseemRadwan,1,"Stockholm, Sweden","Stockholm, Sweden",User location,
2016,202061206,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Jim Budd #FBPE #NHSLove,202061206,jymbudd,1,"London, Loire, Lisbon","London, Loire, Lisbon",User location,
2016,15992269,"RT @100isNow: Inspired by our @SolutionsProj research by @mzjacobson, Boone, NC  is ditching fossil fuels for 100% clean energy! https://t.…",BeaGoode  🌎💔,15992269,BeaGoode,1,Planet Earth,Planet Earth,User location,
2016,196642613,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,Maggie,196642613,shoegodess90,1,"Iowa, USA","Iowa, USA",User location,Iowa
2016,1495996226,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,💚Lucie💚,1495996226,Lulolamac,1,Buenos Aires. Argentina. ,Buenos Aires. Argentina. ,User location,
2016,208377173,Paris set for increase in pollution after suffering worst levels in a decade https://t.co/RLsBgJzynB,LeeJD73,208377173,leejondiver,1,Alfreton Derbyshire,Alfreton Derbyshire,User location,
2016,22068298,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Materials World,22068298,materialsworld,1,London UK,London UK,User location,
2016,159358703,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Sol Pazos❤🇮🇹💚,159358703,SpassosRJ,1,"Rio de Janeiro,  Brasil.","Rio de Janeiro,  Brasil.",User location,
2016,261951270,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Mark,261951270,mypostdemise,1,Around,Around,User location,
2016,902571277,Paris suffering worst air pollution in a decade https://t.co/vOlYQRqduD,Mohamed Naseer,902571277,MDVnaseer,1,"Trivandrum, India","Trivandrum, India",User location,
2016,394312105,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,John Cortes,394312105,cortes_john,1,Gibraltar,Gibraltar,User location,
2016,254133594,RT @Independent: Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,Marina Lochner,254133594,Marina_Lochner,1,South Africa,South Africa,User location,
2016,8.00E+17,"RT @janpaulvansoest: Only 41% of Dutch population is convinced that fossil fuels use causes global warming, @SCPonderzoek shows https://t.c…",Code Rood,8.00E+17,Klimaatactie,1,Nederland,Nederland,User location,
2016,16973333,Paris suffering worst air pollution in a decade https://t.co/bElUiwrzng,The Independent,16973333,Independent,1,"London, England","London, England",User location,
2016,13822752,2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/2EYpGLgM9C by #ValaAfshar via @c0nvey,Phil Bradham,13822752,PBradz,1,"North Carolina, USA","North Carolina, USA",User location,North Carolina
2016,306541409,RT @PaulRobbins15: Subsidies to fossil fuels in 2015: $5.3 trillion. Coal: 52% of post-tax subsidies (3% global GDP in 2011) owing to under…,Ryan Edwards,306541409,ryanbedwards,1,"Hanover, NH","Hanover, NH",User location, New Hampshire
2016,2577701777,"@DailyDubai ~ holiday in Dubai and burn precious fossil fuels to get there. Global warming doesn't affect the sheiks, just ordinary folk🤔🙄🙏🏿",Robert Francis,2577701777,rnfrancisfranc1,1,"Chester, UK","Chester, UK",User location,
2016,550695257,"RT @toxicpath: This is all about stopping the transition away from fossil fuels. A world where oil autocrats, like Putin are totally irrele…",esmili,550695257,anneli8012,1,florida,florida,User location,Florida
2016,213232744,2016 was the year solar panels finally became cheaper than fossil fuels. Just wait for 2017 https://t.co/Zc1Hgnvbjd via @qz,Darren Lyons,213232744,darren_lyons,1,"Sydney, Australia","Sydney, Australia",User location,
2016,706036914,RT @EcoSenseNow: Clearly shows nuclear & hydro are most important alternatives to fossil fuels for electricty generation. But fossil fuels…,Lori Bastura,706036914,lbastura,1,"Medicine Hat , Alberta ","Medicine Hat , Alberta ",User location,
2016,15476901,"RT @InSunWeTrust: UK runs 50 per cent of electricity from low carbon sources, investments in renewable energy overtake fossil fuels...\nhttp…",Di Mulvihill,15476901,zebrasfly,1,Adelaide,Adelaide,User location,
2016,1257719485,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,Celery Caraway,1257719485,CeleryCaraway,1,"San Francisco, CA","San Francisco, CA",User location,
2016,4857676990,"RT @InSunWeTrust: UK runs 50 per cent of electricity from low carbon sources, investments in renewable energy overtake fossil fuels...\nhttp…",Véronique Bruel,4857676990,VeroniqueBruel,1,"Ile-de-France, France","Ile-de-France, France",User location,
2016,17013470,RT @EncoreRenewable: 2016 was the year #solar panels finally became cheaper than fossil fuels. Just wait for 2017 https://t.co/O11KdOjH40 v…,konstructible,17013470,Konstructible,1,Earth,Earth,User location, Texas
2016,553740112,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,Bob Shaw,553740112,shawrls,1,"Texas, USA","Texas, USA",User location,Texas
2016,113706019,RT @JimHarris: PROFOUND: Solar Power Is Cheaper Than Fossil Fuels For Power Generation! Tech Is Displacing Fossil Fuels In US #CES2017 #ren…,John Pacyga,113706019,VerdantKY,1,"Louisville, KY","Louisville, KY",User location, Kentucky
2016,2618830112,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,Thackery,2618830112,Thack09,1,Seattle,Seattle,User location, Washington
2016,17495913,RT @NextGenClimate: Renewable energy has reached a tipping point: https://t.co/k7d5jXNohS,leoluminary,17495913,leoluminary,2,Springfield OR USA,Springfield OR USA,User location, Oregon
2016,2463014612,"UK runs 50 per cent of electricity from low carbon sources, investments in renewable energy overtake fossil fuels..… https://t.co/TlhE75TLdv",InSunWeTrust,2463014612,InSunWeTrust,1,France,France,User location,
2016,1074787302,"Oil giant quits tar sands, embraces offshore wind instead: https://t.co/RQkY3MzbNS",Erik Alwill,1074787302,OmmVisions,1,Valley Village,Valley Village,User location,
2016,262321852,RT @ClimateReality: Wow! Portland bans new fossil fuel infrastructure in stand against #ClimateChange https://t.co/ug1eMom5zk https://t.co/…,Shittu Ismaila,262321852,agentsmith247,1,Lagos,Lagos,User location,
2016,8.04E+17,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,"America, you're in danger girl...",8.04E+17,OverUnderClover,1,"Crawfordsville, IN","Crawfordsville, IN",User location,Indiana
2016,7.95E+17,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,Vera Higgs,7.95E+17,VeraHiggs,1,"Europe, Earth, Milky Way","Europe, Earth, Milky Way",User location,
2016,1309364360,2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/xbJUji6YFV by #aviraa via @c0nvey,erdene,1309364360,lkerdene,1,ulaanbaatar,ulaanbaatar,User location,
2016,7.58E+17,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,UTalkin2Me?,7.58E+17,Coquii73,1,U.S.A.,U.S.A.,User location,
2016,7.95E+17,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,Viking Ginge American,7.95E+17,famdocparker1,1,"Texas, USA","Texas, USA",User location,Texas
2016,114839458,https://t.co/wRJgIx35a4 @IvankaTrump,Sandi Schwartz,114839458,happysciencemom,1,United States,United States,User location,
2016,918134712,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,Øsi Øsbjørn,918134712,scottp3t3,1,"Pennsylvania, USA","Pennsylvania, USA",User location,Pennsylvania
2016,77280504,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,Sonia,77280504,SoniaTCU,1,Horned Frog Country,Horned Frog Country,User location,
2016,17403395,RT @MikeLevinCA: Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https…,ESP K,17403395,575haiku,1,Downtown L.A.,Downtown L.A.,User location,California
2016,2251305362,2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/j6wuNbN7QL by #aviraa via @c0nvey,Монгол хүн,2251305362,DolgoonBoss,1,Mongolia,Mongolia,User location,
2016,364822980,2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/03GNbyfkWw by #aviraa via @c0nvey,А.Батчимэг,364822980,Chimgeecs,1,Mongolia,Mongolia,User location,
2016,1623227862,"@GOP #KeepItInTheGround move away from fossil fuels numnuts, you're going to ruin this country's future. #NotMyPresident",Team,1623227862,AleutianJones22,1,"Uptown, Chicago","Uptown, Chicago",User location,Illinois
2016,16189217,2016 was the year solar panels finally became cheaper than fossil fuels\n\nhttps://t.co/yePgpSKqYw,Zack Kinslow,16189217,zkinslow,1,"Brooklyn, NY","Brooklyn, NY",User location,New York
2016,14441735,RT @NinjaEconomics: 2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/80EQfPHhEN,aviraa,14441735,aviraa,1,"Ulaanbaatar, Mongolia","Ulaanbaatar, Mongolia",User location,
2016,7.83E+17,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Halo Benson ⏳,7.83E+17,halobenson,1,"Tulsa, OK","Tulsa, OK",User location, Oklahoma
2016,14573926,Don’t believe those who say #solar will always cost too much.  And don’t forget how much we subsidize fossil fuels.  https://t.co/UDwS1C3xFP,Mike Levin,14573926,MikeLevinCA,1,"California, USA","California, USA",User location,California
2016,405659763,2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/qtxpPVaXP0 by #GavinPrestonMD via @c0nvey,marie sheehan,405659763,irshhnr4,1,"Lowell, MA","Lowell, MA",User location, Massachusetts
2016,14747430,RT @HunterCutting: Is the danger of fossil fuels beginning to sink into the American consciousness? New polling numbers from Gallup: https:…,Nurture Nature (Heather Ferris),14747430,NNUS,1,"Connecticut, USA","Connecticut, USA",User location,Connecticut
2016,95866029,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Combat Medic Resists,95866029,CombatMedicVet,1,"Washington, USA","Washington, USA",User location, D.C.
2016,257549385,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Steven Oh,257549385,stevenoh88,1,Valinor ,Valinor ,User location,
2016,2778729050,"""#Renewables are robustly entering the era of undercutting fossil fuels.""\n#solar https://t.co/cdoCekpAWt",LightningStrike,2778729050,LightningStSt,1,"Ontario, Canada","Ontario, Canada",User location,
2016,90006512,RT @NinjaEconomics: 2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/80EQfPHhEN,Mahmood Chaudhri,90006512,Mahmood_Datrix,1,London,London,User location,
2016,511081531,RT @johnlundin: It No Longer Matters What #Trump or Any Other Denier Thinks - #Wind and #Solar Are Crushing #FossilFuels  https://t.co/Ju0i…,ZUMA #5Gkills🌹,511081531,NeilYoungSaveUs,1,Shangri-La,Shangri-La,User location,
2016,1136325529,RT @NinjaEconomics: 2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/80EQfPHhEN,Joe,1136325529,JoeHapa,1,Mukiri 1090,Mukiri 1090,User location,
2016,2386378975,". From burning fossil fuels, we emit carbon dioxide into the atmosphere. And that, then means that we're on a trajectory",Mahfuja Parven,2386378975,parvenbd,3,"Dhaka, Bangladesh","Dhaka, Bangladesh",User location,
2016,7.99E+17,@mimimayesTN voted for the Rat.\nand is positive fossil fuels are wonderful.,88Weighted,7.99E+17,88weighted,1,"Tempe, AZ; Glasgow, MT; Newark, NJ","Tempe, AZ; Glasgow, MT; Newark, NJ",User location,
2016,7.89E+17,"RT @rabbithole59: Not skepticism. Willful ignorance. They will never accept evidence. Deniability is  excuse to continue pushing, profiting…",Aggieg,7.89E+17,momgladewater,1,"Hideaway, TX","Hideaway, TX",User location, Texas
2016,4836860414,"RT @GreenAwakening: #Paris #AirPollution worst in a decade—""Cars are poisoning the air""—free #Velib bicycles and #Autolib electric cars htt…",EBike Easy Rider,4836860414,obdebikes,1,"Victoria, British Columbia","Victoria, British Columbia",User location,
2016,16548855,It No Longer Matters What #Trump or Any Other Denier Thinks - #Wind and #Solar Are Crushing #FossilFuels  https://t.co/Ju0ixemd8N #climate,John Lundin 🌊,16548855,johnlundin,1,"La Sierra Nevada, Colombia","La Sierra Nevada, Colombia",User location,
2016,1885370658,"RT @toxicpath: This is all about stopping the transition away from fossil fuels. A world where oil autocrats, like Putin are totally irrele…",YardySpice 🇯🇲 🇺🇸,1885370658,ABlackTweeter,1,Mom. Wife. Sister. Adjunct.,Mom. Wife. Sister. Adjunct.,User location,
2016,2881689220,RT @filthyson: Guy - U look so silly when u chase ur tail\nDog - Ur silly for ur dependence on fossil fuels\nGuy - what did u say?\nDog - *Bar…,Paula DEAN,2881689220,PittmanPage,1,"South Daytona, FL","South Daytona, FL",User location,Florida
2016,260502681,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Mudderous Rage,260502681,NerdyInNOLA,1,*Officially Not A Bot*,*Officially Not A Bot*,User location,
2016,3194544860,RT @A__Stout: @toxicpath @benthar6 Funny how fossil fools love fossil fuels.,Benthere And Back,3194544860,benthar6,2,Vancover Wa. By way of Detroit,Vancover Wa. By way of Detroit,User location,
2016,54159372,RT @ScheuerJo: Solar was the cheapest source of #electricity in 2016 - #climatechange #renewableenergy #ParisAgreement  https://t.co/TyntTA…,Erkinbek Kasybekov,54159372,erkin1963,1,Kyrgyz Republic,Kyrgyz Republic,User location,
2016,2409894788,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Madison,2409894788,madisonlukeeee,1,"Los Angeles, CA","Los Angeles, CA",User location, California
2016,236093569,"RT @SenSanders: While Trump and his pals talk about a glowing future for fossil fuels, the business community knows better. https://t.co/Oc…",I am what I am! 🌊🌊 🌊,236093569,nevermore_007,1,Global Citizen,Global Citizen,User location,
2016,7.85E+17,"RT @rabbithole59: Not skepticism. Willful ignorance. They will never accept evidence. Deniability is  excuse to continue pushing, profiting…",Barbara Mc,7.85E+17,Roxy4080,1,United States,United States,User location,
2016,228015335,RT @A__Stout: @toxicpath @benthar6 Funny how fossil fools love fossil fuels.,Spry Guy,228015335,SpryGuy,2,Austin,Austin,User location, Texas
2016,3008472526,@toxicpath @benthar6 Funny how fossil fools love fossil fuels.,Andy Stout,3008472526,A__Stout,1,Canada,Canada,User location,
2016,4461752919,#2016 was the year solar panels finally became cheaper than fossil fuels. Just wait for 2017 via @qz https://t.co/MHHxT4M1U0,TurtleWise,4461752919,TurtleWise,1,"Denver, CO","Denver, CO",User location, Colorado
2016,132947825,It's lunacy to consider that burning fossil fuels can affect our planet. But this is totally reasonable because god… https://t.co/gpZndOZ9d5,tre murillo,132947825,treelzebub,1,Bay Area,Bay Area,User location,California
2016,406471262,2016 was the year solar panels finally became cheaper than fossil fuels. Just wait for 2017 https://t.co/XeqwDL148T vía @qz,Rodolfo Ledezma,406471262,RodolfoLedezma,1,"La Paz, Bolivia","La Paz, Bolivia",User location,
2016,457588430,RT @inhabitat: This California solar plant produces energy that's cheaper than fossil fuels. https://t.co/yd3T9WGxYj https://t.co/KzrGfrdVXc,Patrick Viva,457588430,VivaParess,1,"Zürich, Switzerland","Zürich, Switzerland",User location,
2016,1195697102,"Not skepticism. Willful ignorance. They will never accept evidence. Deniability is  excuse to continue pushing, pro… https://t.co/scExEArnaU",Sylvia,1195697102,rabbithole59,1,"Los Angeles, CA","Los Angeles, CA",User location, California
2016,16676087,RT @NinjaEconomics: 2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/80EQfPHhEN,Goddammit Gordy,16676087,GordyPls,1,Sydney,Sydney,User location,
2016,45114214,"Cap and trade? Make green energy ""appear"" cheaper by taxing fossil fuels. Green electricity is costing ALL a fortune!",Redge,45114214,Versalytics,1,"Toronto, Canada","Toronto, Canada",User location,
2016,2213257946,RT @JimHarris: PROFOUND: Solar Power Is Cheaper Than Fossil Fuels For Power Generation! Tech Is Displacing Fossil Fuels In US #CES2017 #ren…,Allan Free,2213257946,AllanFree3,1,Citizen of the World. San Jose,Citizen of the World. San Jose,User location,
2016,31236655,RT @abundancehub: Cheers to 2016 for being the year #solar panels cost less than fossil fuels. @qz #solarenergy #abundance https://t.co/j3D…,Natalie Victoria🌴,31236655,NatalieVArtist,1,Passionate Storyteller,Passionate Storyteller,User location,
2016,19509858,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Michelle 🌹,19509858,SouthernGal918,1,"Fort Worth, Texas, USA","Fort Worth, Texas, USA",User location, Texas
2016,20481387,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Christopher Thompson,20481387,bizbrokerchris,1,Stockton CA,Stockton CA,User location,
2016,541902518,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",SENSE🔥OF🔥OUTRAGE 🇮🇪#𝙔𝙚𝙢𝙚𝙣𝘾𝙖𝙣𝙩𝙒𝙖𝙞𝙩,541902518,SenseOf_OUTRAGE,1,🄻🄸🄼🄱🄾 #FreeAssange ,🄻🄸🄼🄱🄾 #FreeAssange ,User location,
2016,102492302,"#CleanEnergy is not the future, but a present reality. We must move away from fossil fuels. #ClimateChange\nhttps://t.co/bRZu6U1T1I",Steve S.J. Lee,102492302,steveleesj,1,Canada,Canada,User location,
2016,2613167647,RT @AlexEpstein: In 2007/08 candidate @BarackObama declared his intention to destroy fossil fuel energy in US and around the world. https:/…,scott,2613167647,rand197161,1,Galt's Gulch,Galt's Gulch,User location, Utah
2016,35796621,@Dr_KatieG1 @EvoPhD @voxdotcom and the market opportunities for gas sales! Religious right also love their fossil fuels!,Christopher Lynn,35796621,Chris_Ly,1,"Tuscaloosa, AL","Tuscaloosa, AL",User location, Alabama
2016,23015842,Declaration of Independence from Fossil Fuels - Renewable Energy - MOTHER EARTH NEWS https://t.co/7W57sfTCY9,William Ash,23015842,BillAsh,1,Suncoast :) Why Florida? So I can concentrate- Good enough for Paul Dirac- Good enough for me!! ;),Suncoast :) Why Florida? So I can concentrate- Good enough for Paul Dirac- Good enough for me!! ;),User location,
2016,1719525565,"RT @SteerMark: Fossil fuels aren't causing ClimateChange, Chemtrails are.\n\nGeoengineering SRM WeatherModification @ClimateReality https://t…",Сербкиња 1244,1719525565,TanyaSerbia,1,Београд/Србија-Belgrade/SERBIA,Београд/Србија-Belgrade/SERBIA,User location,
2016,920000198,2016 was the year solar panels finally became cheaper than fossil fuels. Just wait for 2017 https://t.co/Cdy011NJbj via @qz,Add Your Name,920000198,DecisionZero,1,Digital Journal,Digital Journal,User location,
2016,430057402,RT @NextGenClimate: Renewable energy has reached a tipping point: https://t.co/k7d5jXNohS,carlos,430057402,clrih9,1, ft laud fla , ft laud fla ,User location,
2016,2851656658,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Lia Andrews,2851656658,DrLia3,1,"San Diego, CA","San Diego, CA",User location, California
2016,1390728259,RT @williamfreimuth: .@grist Wow! Portland bans new fossil fuel infrastructure in stand against #ClimateChange https://t.co/P4tvezEd9q,Sandi Walters,1390728259,srzjwalters,1,Staying Global,Staying Global,User location,
2016,65120853,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Sandra J Gobely,65120853,Sundaughter9,1,NE OHIO,NE OHIO,User location,Ohio
2016,4835721784,RT @NinjaEconomics: 2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/80EQfPHhEN,Raúl del Canto,4835721784,rauldcanto,1,"Ceuta, España","Ceuta, España",User location,
2016,45691679,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Patricia,45691679,pattielynn1969,1,Mid Atlantic USA,Mid Atlantic USA,User location,
2016,177420212,RT @NinjaEconomics: 2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/80EQfPHhEN,Robert Merkel,177420212,rgmerk,1,"Melbourne, Australia","Melbourne, Australia",User location,
2016,246397813,What #cleantech news are you reading? Share it with us & check our Weekly #Newsflash for what grabbed our attn:… https://t.co/UKU50vWBFs,Greentown Labs,246397813,GreentownLabs,1,"Union Square, Somerville, MA","Union Square, Somerville, MA",User location,Massachusetts
2016,283865965,RT @PaulRobbins15: Subsidies to fossil fuels in 2015: $5.3 trillion. Coal: 52% of post-tax subsidies (3% global GDP in 2011) owing to under…,Christopher Uejio,283865965,ckuejio,1,"Tallahassee, fl","Tallahassee, fl",User location, Florida
2016,2645710784,RT @joshfoxfilm: Hey Florida! Step up the battle against fossil fuels and #fracking! The fight comes to you on Dec 29th #StopSabalTrail Sho…,JACK WOLF,2645710784,JackWolf57,1,Western PA,Western PA,User location,
2016,3164351040,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Kevin Thompson,3164351040,kvnl756821,1,"Minnesota, USA","Minnesota, USA",User location,Minnesota
2016,3294246147,RT @inhabitat: This California solar plant produces energy that's cheaper than fossil fuels. https://t.co/yd3T9WGxYj https://t.co/KzrGfrdVXc,@TeslaEu,3294246147,TeslaEu,1,"Tilburg, Nederland","Tilburg, Nederland",User location,
2016,33644102,https://t.co/Rm6XFAOEvd https://t.co/TssdP07BoM,SunWind Power,33644102,SunWindPower,1,"Louisville, KY ","Louisville, KY ",User location, Kentucky
2016,4625831548,Want to learn more about Fossil Fuels for the #gcse #exams. Try this video and then get in contact. https://t.co/Nfr5UmDMZQ,Hexis Plus Tutoring,4625831548,HPlusTutoring,1,"London, England","London, England",User location,
2016,1272710604,Can we please hurry up and burn the estimated 900 billion tonnes of fossil fuels remaining so I can celebrate New Years in warmth?,Jason Uhl,1272710604,jayuhl14,1,Northern Ontario,Northern Ontario,User location,
2016,274068730,RT @NinjaEconomics: 2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/80EQfPHhEN,Tullah Stephen,274068730,tulla08,1,"Nairobi, Kenya","Nairobi, Kenya",User location,
2016,21529672,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Hudson Hutton,21529672,Freebird72,1,"Florida, USA","Florida, USA",User location,Florida
2016,336370847,RT @NinjaEconomics: 2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/80EQfPHhEN,Charliealpha011,336370847,charliealpha011,1,Kenya,Kenya,User location,
2016,2189978436,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Bharatiya,2189978436,tarun_bhuyan,1,India,India,User location,
2016,1046021640,2016 was the year solar panels finally became cheaper than fossil fuels. https://t.co/TLEiLMUkGh by #GavinPrestonMD via @c0nvey,Annabeth,1046021640,AnnabethAE,1,The Netherlands,The Netherlands,User location,
2016,8.08E+17,"RT @TulsiGabbard: Good job, Hawaiʻi - continuing to lead in harnessing renewable energy resources to leave fossil fuels behind.\nhttps://t.c…",Political Pig 🌹,8.08E+17,PoliticsPig,1,"Chicago, IL","Chicago, IL",User location, Illinois
